file_id,chunk_id,start_sec,end_sec,start_sample,end_sample,chunk_len_samples,is_padded,file_total_samples
311,30,45.0,48.0,720000,768000,48000,0,1691200
311,31,46.5,49.5,744000,792000,48000,0,1691200
311,32,48.0,51.0,768000,816000,48000,0,1691200
311,33,49.5,52.5,792000,840000,48000,0,1691200
311,34,51.0,54.0,816000,864000,48000,0,1691200
311,35,52.5,55.5,840000,888000,48000,0,1691200
311,36,54.0,57.0,864000,912000,48000,0,1691200
311,37,55.5,58.5,888000,936000,48000,0,1691200
311,38,57.0,60.0,912000,960000,48000,0,1691200
311,39,58.5,61.5,936000,984000,48000,0,1691200
311,40,60.0,63.0,960000,1008000,48000,0,1691200
311,41,61.5,64.5,984000,1032000,48000,0,1691200
311,42,63.0,66.0,1008000,1056000,48000,0,1691200
311,43,64.5,67.5,1032000,1080000,48000,0,1691200
311,44,66.0,69.0,1056000,1104000,48000,0,1691200
311,45,67.5,70.5,1080000,1128000,48000,0,1691200
311,46,69.0,72.0,1104000,1152000,48000,0,1691200
311,47,70.5,73.5,1128000,1176000,48000,0,1691200
311,48,72.0,75.0,1152000,1200000,48000,0,1691200
311,49,73.5,76.5,1176000,1224000,48000,0,1691200
311,50,75.0,78.0,1200000,1248000,48000,0,1691200
311,51,76.5,79.5,1224000,1272000,48000,0,1691200
311,52,78.0,81.0,1248000,1296000,48000,0,1691200
311,53,79.5,82.5,1272000,1320000,48000,0,1691200
311,54,81.0,84.0,1296000,1344000,48000,0,1691200
311,55,82.5,85.5,1320000,1368000,48000,0,1691200
311,56,84.0,87.0,1344000,1392000,48000,0,1691200
311,57,85.5,88.5,1368000,1416000,48000,0,1691200
311,58,87.0,90.0,1392000,1440000,48000,0,1691200
311,59,88.5,91.5,1416000,1464000,48000,0,1691200
311,60,90.0,93.0,1440000,1488000,48000,0,1691200
311,61,91.5,94.5,1464000,1512000,48000,0,1691200
311,62,93.0,96.0,1488000,1536000,48000,0,1691200
311,63,94.5,97.5,1512000,1560000,48000,0,1691200
311,64,96.0,99.0,1536000,1584000,48000,0,1691200
311,65,97.5,100.5,1560000,1608000,48000,0,1691200
311,66,99.0,102.0,1584000,1632000,48000,0,1691200
311,67,100.5,103.5,1608000,1656000,48000,0,1691200
311,68,102.0,105.0,1632000,1680000,48000,0,1691200
311,69,103.5,106.5,1656000,1704000,48000,1,1691200
311,70,105.0,108.0,1680000,1728000,48000,1,1691200
316,0,0.0,3.0,0,48000,48000,0,537600
316,1,1.5,4.5,24000,72000,48000,0,537600
316,2,3.0,6.0,48000,96000,48000,0,537600
316,3,4.5,7.5,72000,120000,48000,0,537600
316,4,6.0,9.0,96000,144000,48000,0,537600
316,5,7.5,10.5,120000,168000,48000,0,537600
316,6,9.0,12.0,144000,192000,48000,0,537600
316,7,10.5,13.5,168000,216000,48000,0,537600
316,8,12.0,15.0,192000,240000,48000,0,537600
316,9,13.5,16.5,216000,264000,48000,0,537600
316,10,15.0,18.0,240000,288000,48000,0,537600
316,11,16.5,19.5,264000,312000,48000,0,537600
316,12,18.0,21.0,288000,336000,48000,0,537600
316,13,19.5,22.5,312000,360000,48000,0,537600
316,14,21.0,24.0,336000,384000,48000,0,537600
316,15,22.5,25.5,360000,408000,48000,0,537600
316,16,24.0,27.0,384000,432000,48000,0,537600
316,17,25.5,28.5,408000,456000,48000,0,537600
316,18,27.0,30.0,432000,480000,48000,0,537600
316,19,28.5,31.5,456000,504000,48000,0,537600
316,20,30.0,33.0,480000,528000,48000,0,537600
316,21,31.5,34.5,504000,552000,48000,1,537600
316,22,33.0,36.0,528000,576000,48000,1,537600
317,0,0.0,3.0,0,48000,48000,0,1393936
317,1,1.5,4.5,24000,72000,48000,0,1393936
317,2,3.0,6.0,48000,96000,48000,0,1393936
317,3,4.5,7.5,72000,120000,48000,0,1393936
317,4,6.0,9.0,96000,144000,48000,0,1393936
317,5,7.5,10.5,120000,168000,48000,0,1393936
317,6,9.0,12.0,144000,192000,48000,0,1393936
317,7,10.5,13.5,168000,216000,48000,0,1393936
317,8,12.0,15.0,192000,240000,48000,0,1393936
317,9,13.5,16.5,216000,264000,48000,0,1393936
317,10,15.0,18.0,240000,288000,48000,0,1393936
317,11,16.5,19.5,264000,312000,48000,0,1393936
317,12,18.0,21.0,288000,336000,48000,0,1393936
317,13,19.5,22.5,312000,360000,48000,0,1393936
317,14,21.0,24.0,336000,384000,48000,0,1393936
317,15,22.5,25.5,360000,408000,48000,0,1393936
317,16,24.0,27.0,384000,432000,48000,0,1393936
317,17,25.5,28.5,408000,456000,48000,0,1393936
317,18,27.0,30.0,432000,480000,48000,0,1393936
317,19,28.5,31.5,456000,504000,48000,0,1393936
317,20,30.0,33.0,480000,528000,48000,0,1393936
317,21,31.5,34.5,504000,552000,48000,0,1393936
317,22,33.0,36.0,528000,576000,48000,0,1393936
317,23,34.5,37.5,552000,600000,48000,0,1393936
317,24,36.0,39.0,576000,624000,48000,0,1393936
317,25,37.5,40.5,600000,648000,48000,0,1393936
317,26,39.0,42.0,624000,672000,48000,0,1393936
317,27,40.5,43.5,648000,696000,48000,0,1393936
317,28,42.0,45.0,672000,720000,48000,0,1393936
317,29,43.5,46.5,696000,744000,48000,0,1393936
317,30,45.0,48.0,720000,768000,48000,0,1393936
317,31,46.5,49.5,744000,792000,48000,0,1393936
317,32,48.0,51.0,768000,816000,48000,0,1393936
317,33,49.5,52.5,792000,840000,48000,0,1393936
317,34,51.0,54.0,816000,864000,48000,0,1393936
317,35,52.5,55.5,840000,888000,48000,0,1393936
317,36,54.0,57.0,864000,912000,48000,0,1393936
317,37,55.5,58.5,888000,936000,48000,0,1393936
317,38,57.0,60.0,912000,960000,48000,0,1393936
317,39,58.5,61.5,936000,984000,48000,0,1393936
317,40,60.0,63.0,960000,1008000,48000,0,1393936
317,41,61.5,64.5,984000,1032000,48000,0,1393936
317,42,63.0,66.0,1008000,1056000,48000,0,1393936
317,43,64.5,67.5,1032000,1080000,48000,0,1393936
317,44,66.0,69.0,1056000,1104000,48000,0,1393936
317,45,67.5,70.5,1080000,1128000,48000,0,1393936
317,46,69.0,72.0,1104000,1152000,48000,0,1393936
317,47,70.5,73.5,1128000,1176000,48000,0,1393936
317,48,72.0,75.0,1152000,1200000,48000,0,1393936
317,49,73.5,76.5,1176000,1224000,48000,0,1393936
317,50,75.0,78.0,1200000,1248000,48000,0,1393936
317,51,76.5,79.5,1224000,1272000,48000,0,1393936
317,52,78.0,81.0,1248000,1296000,48000,0,1393936
317,53,79.5,82.5,1272000,1320000,48000,0,1393936
317,54,81.0,84.0,1296000,1344000,48000,0,1393936
317,55,82.5,85.5,1320000,1368000,48000,0,1393936
317,56,84.0,87.0,1344000,1392000,48000,0,1393936
317,57,85.5,88.5,1368000,1416000,48000,1,1393936
317,58,87.0,90.0,1392000,1440000,48000,1,1393936
319,0,0.0,3.0,0,48000,48000,0,542093
319,1,1.5,4.5,24000,72000,48000,0,542093
319,2,3.0,6.0,48000,96000,48000,0,542093
319,3,4.5,7.5,72000,120000,48000,0,542093
319,4,6.0,9.0,96000,144000,48000,0,542093
319,5,7.5,10.5,120000,168000,48000,0,542093
319,6,9.0,12.0,144000,192000,48000,0,542093
319,7,10.5,13.5,168000,216000,48000,0,542093
319,8,12.0,15.0,192000,240000,48000,0,542093
319,9,13.5,16.5,216000,264000,48000,0,542093
319,10,15.0,18.0,240000,288000,48000,0,542093
319,11,16.5,19.5,264000,312000,48000,0,542093
319,12,18.0,21.0,288000,336000,48000,0,542093
319,13,19.5,22.5,312000,360000,48000,0,542093
319,14,21.0,24.0,336000,384000,48000,0,542093
319,15,22.5,25.5,360000,408000,48000,0,542093
319,16,24.0,27.0,384000,432000,48000,0,542093
319,17,25.5,28.5,408000,456000,48000,0,542093
319,18,27.0,30.0,432000,480000,48000,0,542093
319,19,28.5,31.5,456000,504000,48000,0,542093
319,20,30.0,33.0,480000,528000,48000,0,542093
319,21,31.5,34.5,504000,552000,48000,1,542093
319,22,33.0,36.0,528000,576000,48000,1,542093
322,0,0.0,3.0,0,48000,48000,0,935200
322,1,1.5,4.5,24000,72000,48000,0,935200
322,2,3.0,6.0,48000,96000,48000,0,935200
322,3,4.5,7.5,72000,120000,48000,0,935200
322,4,6.0,9.0,96000,144000,48000,0,935200
322,5,7.5,10.5,120000,168000,48000,0,935200
322,6,9.0,12.0,144000,192000,48000,0,935200
322,7,10.5,13.5,168000,216000,48000,0,935200
322,8,12.0,15.0,192000,240000,48000,0,935200
322,9,13.5,16.5,216000,264000,48000,0,935200
322,10,15.0,18.0,240000,288000,48000,0,935200
322,11,16.5,19.5,264000,312000,48000,0,935200
322,12,18.0,21.0,288000,336000,48000,0,935200
322,13,19.5,22.5,312000,360000,48000,0,935200
322,14,21.0,24.0,336000,384000,48000,0,935200
322,15,22.5,25.5,360000,408000,48000,0,935200
322,16,24.0,27.0,384000,432000,48000,0,935200
322,17,25.5,28.5,408000,456000,48000,0,935200
322,18,27.0,30.0,432000,480000,48000,0,935200
322,19,28.5,31.5,456000,504000,48000,0,935200
322,20,30.0,33.0,480000,528000,48000,0,935200
322,21,31.5,34.5,504000,552000,48000,0,935200
322,22,33.0,36.0,528000,576000,48000,0,935200
322,23,34.5,37.5,552000,600000,48000,0,935200
322,24,36.0,39.0,576000,624000,48000,0,935200
322,25,37.5,40.5,600000,648000,48000,0,935200
322,26,39.0,42.0,624000,672000,48000,0,935200
322,27,40.5,43.5,648000,696000,48000,0,935200
322,28,42.0,45.0,672000,720000,48000,0,935200
322,29,43.5,46.5,696000,744000,48000,0,935200
322,30,45.0,48.0,720000,768000,48000,0,935200
322,31,46.5,49.5,744000,792000,48000,0,935200
322,32,48.0,51.0,768000,816000,48000,0,935200
322,33,49.5,52.5,792000,840000,48000,0,935200
322,34,51.0,54.0,816000,864000,48000,0,935200
322,35,52.5,55.5,840000,888000,48000,0,935200
322,36,54.0,57.0,864000,912000,48000,0,935200
322,37,55.5,58.5,888000,936000,48000,1,935200
322,38,57.0,60.0,912000,960000,48000,1,935200
326,0,0.0,3.0,0,48000,48000,0,1892480
326,1,1.5,4.5,24000,72000,48000,0,1892480
326,2,3.0,6.0,48000,96000,48000,0,1892480
326,3,4.5,7.5,72000,120000,48000,0,1892480
326,4,6.0,9.0,96000,144000,48000,0,1892480
326,5,7.5,10.5,120000,168000,48000,0,1892480
326,6,9.0,12.0,144000,192000,48000,0,1892480
326,7,10.5,13.5,168000,216000,48000,0,1892480
326,8,12.0,15.0,192000,240000,48000,0,1892480
326,9,13.5,16.5,216000,264000,48000,0,1892480
326,10,15.0,18.0,240000,288000,48000,0,1892480
326,11,16.5,19.5,264000,312000,48000,0,1892480
326,12,18.0,21.0,288000,336000,48000,0,1892480
326,13,19.5,22.5,312000,360000,48000,0,1892480
326,14,21.0,24.0,336000,384000,48000,0,1892480
326,15,22.5,25.5,360000,408000,48000,0,1892480
326,16,24.0,27.0,384000,432000,48000,0,1892480
326,17,25.5,28.5,408000,456000,48000,0,1892480
326,18,27.0,30.0,432000,480000,48000,0,1892480
326,19,28.5,31.5,456000,504000,48000,0,1892480
326,20,30.0,33.0,480000,528000,48000,0,1892480
326,21,31.5,34.5,504000,552000,48000,0,1892480
326,22,33.0,36.0,528000,576000,48000,0,1892480
326,23,34.5,37.5,552000,600000,48000,0,1892480
326,24,36.0,39.0,576000,624000,48000,0,1892480
326,25,37.5,40.5,600000,648000,48000,0,1892480
326,26,39.0,42.0,624000,672000,48000,0,1892480
326,27,40.5,43.5,648000,696000,48000,0,1892480
326,28,42.0,45.0,672000,720000,48000,0,1892480
326,29,43.5,46.5,696000,744000,48000,0,1892480
326,30,45.0,48.0,720000,768000,48000,0,1892480
326,31,46.5,49.5,744000,792000,48000,0,1892480
326,32,48.0,51.0,768000,816000,48000,0,1892480
326,33,49.5,52.5,792000,840000,48000,0,1892480
326,34,51.0,54.0,816000,864000,48000,0,1892480
326,35,52.5,55.5,840000,888000,48000,0,1892480
326,36,54.0,57.0,864000,912000,48000,0,1892480
326,37,55.5,58.5,888000,936000,48000,0,1892480
326,38,57.0,60.0,912000,960000,48000,0,1892480
326,39,58.5,61.5,936000,984000,48000,0,1892480
326,40,60.0,63.0,960000,1008000,48000,0,1892480
326,41,61.5,64.5,984000,1032000,48000,0,1892480
326,42,63.0,66.0,1008000,1056000,48000,0,1892480
326,43,64.5,67.5,1032000,1080000,48000,0,1892480
326,44,66.0,69.0,1056000,1104000,48000,0,1892480
326,45,67.5,70.5,1080000,1128000,48000,0,1892480
326,46,69.0,72.0,1104000,1152000,48000,0,1892480
326,47,70.5,73.5,1128000,1176000,48000,0,1892480
326,48,72.0,75.0,1152000,1200000,48000,0,1892480
326,49,73.5,76.5,1176000,1224000,48000,0,1892480
326,50,75.0,78.0,1200000,1248000,48000,0,1892480
326,51,76.5,79.5,1224000,1272000,48000,0,1892480
326,52,78.0,81.0,1248000,1296000,48000,0,1892480
326,53,79.5,82.5,1272000,1320000,48000,0,1892480
326,54,81.0,84.0,1296000,1344000,48000,0,1892480
326,55,82.5,85.5,1320000,1368000,48000,0,1892480
326,56,84.0,87.0,1344000,1392000,48000,0,1892480
326,57,85.5,88.5,1368000,1416000,48000,0,1892480
326,58,87.0,90.0,1392000,1440000,48000,0,1892480
326,59,88.5,91.5,1416000,1464000,48000,0,1892480
326,60,90.0,93.0,1440000,1488000,48000,0,1892480
326,61,91.5,94.5,1464000,1512000,48000,0,1892480
326,62,93.0,96.0,1488000,1536000,48000,0,1892480
326,63,94.5,97.5,1512000,1560000,48000,0,1892480
326,64,96.0,99.0,1536000,1584000,48000,0,1892480
326,65,97.5,100.5,1560000,1608000,48000,0,1892480
326,66,99.0,102.0,1584000,1632000,48000,0,1892480
326,67,100.5,103.5,1608000,1656000,48000,0,1892480
326,68,102.0,105.0,1632000,1680000,48000,0,1892480
326,69,103.5,106.5,1656000,1704000,48000,0,1892480
326,70,105.0,108.0,1680000,1728000,48000,0,1892480
326,71,106.5,109.5,1704000,1752000,48000,0,1892480
326,72,108.0,111.0,1728000,1776000,48000,0,1892480
326,73,109.5,112.5,1752000,1800000,48000,0,1892480
326,74,111.0,114.0,1776000,1824000,48000,0,1892480
326,75,112.5,115.5,1800000,1848000,48000,0,1892480
326,76,114.0,117.0,1824000,1872000,48000,0,1892480
326,77,115.5,118.5,1848000,1896000,48000,1,1892480
326,78,117.0,120.0,1872000,1920000,48000,1,1892480
328,0,0.0,3.0,0,48000,48000,0,988800
328,1,1.5,4.5,24000,72000,48000,0,988800
328,2,3.0,6.0,48000,96000,48000,0,988800
328,3,4.5,7.5,72000,120000,48000,0,988800
328,4,6.0,9.0,96000,144000,48000,0,988800
328,5,7.5,10.5,120000,168000,48000,0,988800
328,6,9.0,12.0,144000,192000,48000,0,988800
328,7,10.5,13.5,168000,216000,48000,0,988800
328,8,12.0,15.0,192000,240000,48000,0,988800
328,9,13.5,16.5,216000,264000,48000,0,988800
328,10,15.0,18.0,240000,288000,48000,0,988800
328,11,16.5,19.5,264000,312000,48000,0,988800
328,12,18.0,21.0,288000,336000,48000,0,988800
328,13,19.5,22.5,312000,360000,48000,0,988800
328,14,21.0,24.0,336000,384000,48000,0,988800
328,15,22.5,25.5,360000,408000,48000,0,988800
328,16,24.0,27.0,384000,432000,48000,0,988800
328,17,25.5,28.5,408000,456000,48000,0,988800
328,18,27.0,30.0,432000,480000,48000,0,988800
328,19,28.5,31.5,456000,504000,48000,0,988800
328,20,30.0,33.0,480000,528000,48000,0,988800
328,21,31.5,34.5,504000,552000,48000,0,988800
328,22,33.0,36.0,528000,576000,48000,0,988800
328,23,34.5,37.5,552000,600000,48000,0,988800
328,24,36.0,39.0,576000,624000,48000,0,988800
328,25,37.5,40.5,600000,648000,48000,0,988800
328,26,39.0,42.0,624000,672000,48000,0,988800
328,27,40.5,43.5,648000,696000,48000,0,988800
328,28,42.0,45.0,672000,720000,48000,0,988800
328,29,43.5,46.5,696000,744000,48000,0,988800
328,30,45.0,48.0,720000,768000,48000,0,988800
328,31,46.5,49.5,744000,792000,48000,0,988800
328,32,48.0,51.0,768000,816000,48000,0,988800
328,33,49.5,52.5,792000,840000,48000,0,988800
328,34,51.0,54.0,816000,864000,48000,0,988800
328,35,52.5,55.5,840000,888000,48000,0,988800
328,36,54.0,57.0,864000,912000,48000,0,988800
328,37,55.5,58.5,888000,936000,48000,0,988800
328,38,57.0,60.0,912000,960000,48000,0,988800
328,39,58.5,61.5,936000,984000,48000,0,988800
328,40,60.0,63.0,960000,1008000,48000,1,988800
328,41,61.5,64.5,984000,1032000,48000,1,988800
331,0,0.0,3.0,0,48000,48000,0,1654800
331,1,1.5,4.5,24000,72000,48000,0,1654800
331,2,3.0,6.0,48000,96000,48000,0,1654800
331,3,4.5,7.5,72000,120000,48000,0,1654800
331,4,6.0,9.0,96000,144000,48000,0,1654800
331,5,7.5,10.5,120000,168000,48000,0,1654800
331,6,9.0,12.0,144000,192000,48000,0,1654800
331,7,10.5,13.5,168000,216000,48000,0,1654800
331,8,12.0,15.0,192000,240000,48000,0,1654800
331,9,13.5,16.5,216000,264000,48000,0,1654800
331,10,15.0,18.0,240000,288000,48000,0,1654800
331,11,16.5,19.5,264000,312000,48000,0,1654800
331,12,18.0,21.0,288000,336000,48000,0,1654800
331,13,19.5,22.5,312000,360000,48000,0,1654800
331,14,21.0,24.0,336000,384000,48000,0,1654800
331,15,22.5,25.5,360000,408000,48000,0,1654800
331,16,24.0,27.0,384000,432000,48000,0,1654800
331,17,25.5,28.5,408000,456000,48000,0,1654800
331,18,27.0,30.0,432000,480000,48000,0,1654800
331,19,28.5,31.5,456000,504000,48000,0,1654800
331,20,30.0,33.0,480000,528000,48000,0,1654800
331,21,31.5,34.5,504000,552000,48000,0,1654800
331,22,33.0,36.0,528000,576000,48000,0,1654800
331,23,34.5,37.5,552000,600000,48000,0,1654800
331,24,36.0,39.0,576000,624000,48000,0,1654800
331,25,37.5,40.5,600000,648000,48000,0,1654800
331,26,39.0,42.0,624000,672000,48000,0,1654800
331,27,40.5,43.5,648000,696000,48000,0,1654800
331,28,42.0,45.0,672000,720000,48000,0,1654800
331,29,43.5,46.5,696000,744000,48000,0,1654800
331,30,45.0,48.0,720000,768000,48000,0,1654800
331,31,46.5,49.5,744000,792000,48000,0,1654800
331,32,48.0,51.0,768000,816000,48000,0,1654800
331,33,49.5,52.5,792000,840000,48000,0,1654800
331,34,51.0,54.0,816000,864000,48000,0,1654800
331,35,52.5,55.5,840000,888000,48000,0,1654800
331,36,54.0,57.0,864000,912000,48000,0,1654800
331,37,55.5,58.5,888000,936000,48000,0,1654800
331,38,57.0,60.0,912000,960000,48000,0,1654800
331,39,58.5,61.5,936000,984000,48000,0,1654800
331,40,60.0,63.0,960000,1008000,48000,0,1654800
331,41,61.5,64.5,984000,1032000,48000,0,1654800
331,42,63.0,66.0,1008000,1056000,48000,0,1654800
331,43,64.5,67.5,1032000,1080000,48000,0,1654800
331,44,66.0,69.0,1056000,1104000,48000,0,1654800
331,45,67.5,70.5,1080000,1128000,48000,0,1654800
331,46,69.0,72.0,1104000,1152000,48000,0,1654800
331,47,70.5,73.5,1128000,1176000,48000,0,1654800
331,48,72.0,75.0,1152000,1200000,48000,0,1654800
331,49,73.5,76.5,1176000,1224000,48000,0,1654800
331,50,75.0,78.0,1200000,1248000,48000,0,1654800
331,51,76.5,79.5,1224000,1272000,48000,0,1654800
331,52,78.0,81.0,1248000,1296000,48000,0,1654800
331,53,79.5,82.5,1272000,1320000,48000,0,1654800
331,54,81.0,84.0,1296000,1344000,48000,0,1654800
331,55,82.5,85.5,1320000,1368000,48000,0,1654800
331,56,84.0,87.0,1344000,1392000,48000,0,1654800
331,57,85.5,88.5,1368000,1416000,48000,0,1654800
331,58,87.0,90.0,1392000,1440000,48000,0,1654800
331,59,88.5,91.5,1416000,1464000,48000,0,1654800
331,60,90.0,93.0,1440000,1488000,48000,0,1654800
331,61,91.5,94.5,1464000,1512000,48000,0,1654800
